Visit Frequency;Days Since Last Loyalty Program Interaction;Purchase Recency;Average Spend per Visit;Loyalty Points Earned (Last X Days);Loyalty Points Redeemed (Last X Days);Total Loyalty Points Balance;Most Purchased Product Category;Change in Product Category;Time of Visit (Peak/Off-Peak);Preferred Order Method;Change in Order Method;Number of Complaints (Last X Days);Sentiment of Last Review/Feedback;Special Event Engagement;Churn Label
6;26;7;112334;160;62;1463;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
4;0;7;112330;298;205;1959;Pastries;0;Morning;Dine-in;0;0;Positive;1;1
6;0;11;112290;30;347;1191;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
10;23;7;112288;132;443;327;Pastries;0;Morning;Takeaway;0;0;Negative;1;0
13;2;6;112268;43;318;436;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
4;30;1;112142;237;245;320;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
3;1;0;112094;430;265;2845;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;1
7;11;1;112038;369;234;1185;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
5;51;1;112011;483;170;1644;Coffee;0;Afternoon;Takeaway;0;1;Positive;1;1
4;29;1;112006;279;329;2590;Pastries;0;Morning;Dine-in;0;1;Neutral;0;1
6;2;6;112004;239;241;846;Coffee;0;Morning;Dine-in;0;0;Neutral;0;0
5;41;20;111968;155;90;2099;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;12;28;111965;462;81;246;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
8;3;0;111942;326;56;917;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
12;1;16;111931;145;215;2542;Coffee;0;Morning;Delivery;0;0;Positive;1;0
8;4;5;111826;488;342;87;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
5;24;6;111792;76;259;2276;Coffee;1;Morning;Dine-in;0;0;Positive;0;0
9;17;2;111751;112;390;1210;Coffee;1;Morning;Dine-in;0;1;Positive;1;0
13;12;5;111747;383;461;493;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
5;3;5;111738;16;21;287;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
11;4;7;111737;12;4;122;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;22;5;111716;27;153;2662;Lunch;0;Evening;Takeaway;0;0;Positive;1;0
8;23;19;111713;466;360;430;Coffee;0;Morning;Dine-in;1;0;Negative;1;1
8;5;0;111653;390;78;1473;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;26;8;111602;171;144;1243;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
2;28;6;111595;217;392;1363;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;34;5;111509;54;418;1844;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
9;0;8;111478;141;315;2362;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
10;0;8;111442;259;380;1024;Coffee;1;Evening;Takeaway;0;0;Negative;1;0
7;10;0;111442;107;144;2946;Pastries;0;Morning;Dine-in;1;0;Positive;1;1
13;59;1;111440;340;101;444;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
7;3;10;111407;6;328;800;Pastries;0;Morning;Delivery;0;0;Positive;1;0
9;9;16;111375;331;474;917;Pastries;0;Evening;Dine-in;1;0;Positive;1;0
7;10;0;111370;455;23;2233;Pastries;0;Evening;Takeaway;1;0;Neutral;1;0
8;5;8;111358;8;183;1533;Coffee;1;Afternoon;Dine-in;0;0;Negative;1;1
9;9;24;111347;407;216;1434;Coffee;0;Morning;Delivery;0;0;Positive;1;1
6;5;0;111295;2;164;2625;Coffee;0;Morning;Delivery;0;0;Negative;1;0
10;9;5;111288;138;161;2682;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
4;2;2;111253;203;289;2818;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;1
10;9;12;111243;198;261;2771;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
12;30;26;111236;306;301;2794;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
11;0;2;111138;111;406;1201;Coffee;0;Morning;Takeaway;0;0;Negative;1;0
11;2;9;111116;10;378;907;Coffee;1;Morning;Takeaway;0;0;Negative;1;1
6;3;1;111113;329;254;1299;Coffee;0;Evening;Delivery;0;0;Positive;1;0
7;8;0;111071;383;230;914;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;4;4;111025;421;229;2185;Pastries;0;Morning;Takeaway;0;0;Neutral;0;0
8;11;7;111025;226;122;649;Pastries;1;Morning;Dine-in;1;0;Neutral;1;0
5;29;6;111014;308;256;1347;Pastries;0;Evening;Delivery;0;0;Positive;1;0
11;4;14;110965;218;439;968;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
11;10;34;110957;107;301;2606;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
10;8;0;110933;272;385;1515;Lunch;1;Morning;Takeaway;0;0;Positive;1;0
14;19;1;110853;259;399;1599;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
11;31;7;110842;319;342;723;Pastries;1;Afternoon;Takeaway;0;0;Neutral;1;1
10;46;1;110828;430;46;978;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
11;3;19;110776;193;181;1291;Pastries;0;Morning;Takeaway;1;1;Positive;0;1
16;5;0;110770;48;494;1102;Pastries;0;Morning;Takeaway;0;0;Negative;1;0
9;40;6;110750;125;303;2671;Pastries;1;Afternoon;Takeaway;0;0;Positive;1;0
4;9;19;110749;320;207;1729;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;7;0;110744;137;121;2389;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
9;12;24;110732;443;84;733;Pastries;0;Afternoon;Takeaway;0;0;Negative;1;1
8;59;0;110732;489;205;1673;Coffee;1;Evening;Dine-in;0;0;Positive;1;1
7;0;23;110714;456;54;1631;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
6;11;5;110675;75;99;1889;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
6;18;6;110669;182;447;48;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;0;13;110654;195;429;2170;Pastries;0;Afternoon;Dine-in;0;1;Positive;1;0
4;8;9;110639;374;263;2793;Coffee;0;Afternoon;Dine-in;0;1;Positive;1;1
10;2;6;110637;443;225;1570;Pastries;1;Afternoon;Delivery;0;0;Positive;1;1
7;6;2;110621;76;219;2018;Lunch;0;Morning;Delivery;0;0;Positive;1;0
15;3;0;110616;166;145;2926;Coffee;0;Morning;Delivery;0;0;Neutral;1;0
6;1;32;110613;95;221;1401;Coffee;1;Morning;Takeaway;0;0;Neutral;1;1
7;8;7;110609;9;451;1851;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
14;6;1;110535;139;196;2757;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
6;33;9;110520;127;151;1219;Lunch;0;Evening;Takeaway;0;0;Positive;0;0
6;60;3;110510;320;5;2913;Coffee;0;Afternoon;Takeaway;0;3;Positive;1;1
7;2;1;110481;128;334;2130;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
10;0;14;110473;356;422;413;Pastries;1;Evening;Takeaway;0;0;Negative;1;1
5;3;0;110465;131;272;2122;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;32;48;110437;124;103;1298;Coffee;0;Evening;Delivery;1;0;Negative;0;1
7;0;3;110435;198;265;1950;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
12;5;13;110425;390;365;1063;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
6;23;1;110422;325;267;1040;Lunch;0;Evening;Dine-in;0;0;Negative;1;0
10;3;1;110410;237;463;121;Coffee;0;Evening;Delivery;1;0;Positive;1;1
4;48;4;110409;277;311;1725;Coffee;0;Morning;Takeaway;0;0;Positive;1;1
4;15;9;110399;94;375;2035;Coffee;0;Evening;Delivery;0;0;Positive;1;0
6;16;10;110392;400;457;1799;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
6;8;8;110373;429;386;2727;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;4;0;110299;73;417;902;Pastries;1;Evening;Dine-in;0;0;Positive;1;1
6;16;0;110286;139;455;1100;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;1;3;110268;275;320;1894;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
9;60;1;110240;409;48;1889;Pastries;0;Afternoon;Takeaway;0;0;Negative;1;0
14;0;12;110193;264;289;1885;Coffee;0;Morning;Dine-in;0;0;Negative;1;0
6;54;2;110164;483;332;594;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
8;2;7;110143;137;329;873;Pastries;1;Morning;Delivery;0;0;Positive;1;1
7;19;15;110100;334;342;1248;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;23;2;110058;455;465;286;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
3;26;9;110058;253;466;138;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;32;19;110055;431;37;471;Lunch;1;Evening;Dine-in;0;0;Positive;0;1
14;1;2;110025;463;218;1909;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
12;0;24;109983;180;114;1709;Pastries;0;Afternoon;Takeaway;1;0;Neutral;1;1
10;64;10;109960;251;362;208;Pastries;1;Evening;Takeaway;0;2;Positive;1;1
11;9;1;109949;136;422;669;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;8;15;109946;183;152;2090;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
9;28;0;109902;95;248;1960;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
8;2;7;109863;89;483;381;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
6;50;4;109779;225;198;1692;Coffee;0;Afternoon;Dine-in;0;1;Negative;1;1
10;10;5;109772;354;336;2017;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
3;9;32;109732;286;112;1365;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;1
8;2;10;109686;431;181;1518;Pastries;1;Evening;Takeaway;0;1;Positive;1;0
9;65;22;109655;56;468;2912;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;1
13;9;4;109585;390;420;1367;Coffee;1;Afternoon;Dine-in;0;0;Negative;1;0
12;13;16;109565;18;169;2449;Pastries;0;Morning;Dine-in;0;0;Neutral;1;0
11;13;4;109543;35;56;1751;Pastries;0;Afternoon;Dine-in;0;0;Negative;1;0
12;15;0;109541;457;234;1038;Coffee;0;Morning;Takeaway;1;0;Positive;1;0
4;6;13;109538;229;264;1632;Pastries;0;Afternoon;Dine-in;0;0;Neutral;1;0
9;10;8;109532;3;432;1273;Coffee;0;Morning;Delivery;0;1;Positive;1;0
3;0;6;109527;451;253;2794;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
9;1;20;109524;174;273;2742;Lunch;0;Morning;Delivery;0;0;Positive;1;0
8;18;4;109497;63;293;2924;Coffee;0;Afternoon;Takeaway;0;1;Negative;1;0
6;38;7;109496;13;156;2152;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
11;8;18;109475;66;194;1315;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
11;11;9;109472;99;344;2306;Pastries;0;Morning;Dine-in;0;0;Negative;0;1
11;3;1;109455;298;240;1004;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
5;11;4;109450;98;359;2102;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
13;26;14;109440;126;210;994;Coffee;0;Morning;Takeaway;1;2;Positive;1;0
7;24;8;109391;259;400;1316;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;10;16;109352;395;58;875;Coffee;1;Afternoon;Dine-in;0;1;Positive;1;0
17;13;2;109315;295;397;1555;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
10;27;8;109314;93;177;2287;Coffee;1;Morning;Dine-in;0;2;Neutral;0;1
4;14;6;109308;471;148;895;Pastries;1;Morning;Dine-in;1;0;Negative;1;1
7;18;13;109260;412;49;2860;Coffee;0;Morning;Dine-in;1;0;Negative;1;0
9;8;9;109240;246;236;2431;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
6;10;7;109230;362;430;1702;Pastries;0;Morning;Takeaway;0;0;Negative;1;1
6;1;0;109228;389;404;1177;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;20;32;109183;166;464;571;Coffee;0;Morning;Dine-in;1;0;Positive;0;1
8;12;1;109159;142;160;92;Pastries;1;Morning;Dine-in;0;0;Positive;1;1
10;23;7;109151;409;431;2537;Pastries;0;Morning;Dine-in;1;1;Positive;0;0
6;33;0;109122;399;235;2502;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;1
12;8;1;109121;457;101;2417;Coffee;0;Evening;Dine-in;0;0;Negative;1;0
7;8;3;109110;29;472;1857;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
8;46;7;109085;93;72;732;Lunch;0;Evening;Takeaway;0;1;Positive;1;1
10;0;1;109056;269;242;1122;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
6;0;21;109049;364;413;1333;Coffee;1;Morning;Dine-in;1;0;Neutral;1;1
7;3;22;109030;67;154;2332;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
2;1;30;109028;157;466;2946;Pastries;0;Afternoon;Dine-in;0;2;Positive;1;1
7;21;20;109018;447;396;1997;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
8;2;8;108992;395;445;1870;Coffee;0;Afternoon;Dine-in;0;3;Negative;1;1
5;39;5;108988;205;333;1302;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;0
6;20;0;108948;125;207;1230;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
4;26;25;108946;272;310;2645;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
6;49;16;108939;89;279;2237;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
8;6;5;108927;370;239;2481;Pastries;0;Afternoon;Dine-in;0;1;Neutral;1;0
5;17;3;108920;328;75;2320;Coffee;0;Evening;Dine-in;0;0;Positive;0;0
4;20;3;108880;485;168;1828;Coffee;0;Evening;Dine-in;0;0;Positive;0;1
4;29;14;108871;50;45;264;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;38;8;108857;97;327;2437;Coffee;0;Morning;Dine-in;1;0;Positive;1;1
7;3;4;108831;101;127;2334;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
11;9;3;108792;89;497;604;Lunch;0;Evening;Dine-in;0;0;Neutral;0;0
10;28;0;108766;177;425;2462;Pastries;0;Afternoon;Dine-in;0;0;Negative;1;1
7;16;10;108742;186;410;1775;Lunch;0;Afternoon;Dine-in;0;1;Positive;1;0
15;5;2;108666;68;166;311;Coffee;0;Evening;Dine-in;0;1;Neutral;1;0
12;8;0;108648;203;168;2704;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
8;1;8;108596;276;118;2578;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
9;20;9;108594;452;473;1209;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
11;27;2;108578;48;191;1988;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
6;1;20;108554;3;305;1715;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;20;0;108541;435;14;1934;Lunch;1;Afternoon;Dine-in;0;0;Positive;1;0
13;3;6;108519;462;467;25;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
7;14;24;108487;416;450;63;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
10;8;11;108475;106;346;1109;Coffee;0;Morning;Takeaway;0;0;Positive;0;0
9;13;5;108455;270;499;2224;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
7;5;4;108446;56;497;2042;Coffee;0;Evening;Delivery;0;0;Positive;1;0
10;3;9;108420;461;226;900;Pastries;0;Afternoon;Takeaway;0;1;Positive;1;0
5;4;0;108367;152;363;1490;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
9;10;16;108339;272;66;2219;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;0
10;12;10;108295;190;340;2742;Lunch;0;Morning;Takeaway;0;0;Neutral;1;0
6;9;9;108292;177;80;1610;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
2;0;21;108282;314;499;1069;Coffee;0;Evening;Takeaway;0;0;Neutral;1;1
11;5;11;108267;158;43;606;Pastries;1;Afternoon;Dine-in;0;0;Positive;1;0
5;8;23;108227;290;401;333;Coffee;0;Afternoon;Delivery;0;0;Positive;1;0
8;20;6;108227;147;257;1493;Pastries;1;Morning;Takeaway;0;0;Negative;1;0
4;8;1;108186;291;31;2450;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
10;18;3;108169;372;365;1916;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
8;7;9;108134;405;27;1678;Pastries;0;Morning;Takeaway;1;0;Negative;1;1
7;27;2;108123;252;475;1303;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
8;17;25;108111;387;84;1576;Coffee;0;Evening;Takeaway;0;0;Positive;1;1
13;1;6;108110;376;145;1573;Coffee;1;Evening;Dine-in;0;1;Positive;1;0
9;14;3;108096;364;233;2914;Lunch;0;Morning;Takeaway;0;1;Positive;0;0
9;0;5;108078;313;168;2337;Lunch;0;Evening;Takeaway;0;1;Negative;1;0
14;10;5;108077;8;377;2145;Pastries;0;Evening;Takeaway;0;1;Neutral;1;0
10;7;3;108052;256;444;2084;Pastries;0;Morning;Takeaway;1;0;Positive;1;1
6;9;28;108045;462;215;2215;Coffee;0;Morning;Dine-in;0;0;Neutral;1;1
7;15;2;108040;268;113;1858;Coffee;1;Afternoon;Dine-in;0;0;Positive;1;0
8;9;2;108023;414;309;2103;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
4;20;8;108015;76;446;986;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
7;5;19;107999;87;247;1934;Pastries;1;Afternoon;Dine-in;0;0;Neutral;1;0
6;19;0;107965;456;307;493;Coffee;1;Evening;Takeaway;0;0;Positive;1;0
9;5;12;107943;73;236;274;Lunch;0;Afternoon;Dine-in;0;1;Neutral;1;0
7;6;0;107943;383;481;111;Coffee;0;Morning;Delivery;1;0;Positive;1;0
7;6;10;107936;329;145;2787;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
5;0;14;107910;84;474;1178;Coffee;0;Afternoon;Takeaway;0;0;Negative;0;1
8;2;9;107893;353;331;1341;Coffee;0;Morning;Dine-in;1;0;Positive;1;0
7;30;8;107888;46;275;14;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
6;12;8;107883;342;0;575;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
7;29;15;107867;353;183;2922;Pastries;0;Evening;Takeaway;0;1;Positive;1;0
6;4;28;107852;140;270;293;Pastries;0;Morning;Dine-in;1;1;Positive;1;1
11;10;8;107844;395;440;2482;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
13;9;10;107831;90;474;2001;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
2;33;4;107809;18;254;467;Lunch;0;Afternoon;Delivery;0;0;Positive;1;1
7;51;20;107734;174;229;1004;Coffee;0;Morning;Takeaway;1;0;Neutral;1;0
6;5;2;107732;156;106;99;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
4;24;25;107643;98;184;1079;Lunch;0;Evening;Dine-in;0;0;Negative;0;1
10;31;1;107618;407;401;1672;Pastries;0;Evening;Takeaway;0;0;Positive;1;0
9;3;8;107580;64;65;1273;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
9;80;11;107566;249;458;902;Coffee;1;Afternoon;Takeaway;0;0;Positive;0;1
11;5;14;107538;482;75;879;Coffee;1;Morning;Dine-in;1;1;Neutral;1;1
3;10;30;107511;308;94;2100;Lunch;0;Afternoon;Dine-in;0;0;Positive;1;1
7;20;20;107494;114;54;2997;Lunch;0;Morning;Dine-in;0;0;Positive;1;0
8;1;3;107411;407;58;2126;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
10;13;16;107403;78;360;1682;Pastries;1;Afternoon;Dine-in;0;0;Positive;1;0
7;39;15;107400;379;189;937;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;20;0;107399;309;423;1431;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
8;56;8;107376;431;376;2508;Pastries;0;Morning;Takeaway;0;1;Neutral;1;0
4;8;3;107375;8;438;2170;Coffee;0;Afternoon;Dine-in;0;0;Negative;1;1
8;2;15;107368;140;376;2519;Coffee;0;Morning;Dine-in;0;0;Positive;0;0
6;8;0;107367;182;99;2858;Pastries;0;Afternoon;Dine-in;0;1;Positive;0;1
7;5;12;107365;86;223;1844;Pastries;0;Afternoon;Takeaway;0;0;Positive;1;0
8;12;77;107327;412;124;2199;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
4;8;1;107296;90;215;2691;Coffee;0;Evening;Dine-in;0;0;Negative;1;1
7;2;7;107264;384;167;2993;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
15;20;4;107255;198;319;2486;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
10;16;5;107254;278;393;746;Coffee;0;Evening;Takeaway;0;0;Positive;1;0
10;18;0;107251;457;31;1020;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
13;6;15;107247;479;196;753;Coffee;0;Morning;Takeaway;0;1;Positive;1;0
5;3;2;107247;23;18;1160;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
10;1;20;107230;237;185;2074;Pastries;0;Morning;Takeaway;0;0;Positive;1;0
12;27;11;107225;317;273;320;Pastries;0;Afternoon;Dine-in;0;1;Positive;1;0
10;2;13;107202;183;153;1849;Pastries;0;Morning;Dine-in;0;0;Positive;1;0
8;2;20;107185;160;95;2944;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
11;26;11;107179;203;432;60;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;45;35;107162;105;68;1521;Pastries;0;Morning;Dine-in;0;3;Neutral;1;1
3;2;1;107138;206;182;1438;Pastries;0;Morning;Dine-in;0;0;Negative;1;1
7;57;0;107138;64;254;420;Pastries;0;Morning;Dine-in;0;0;Positive;0;1
6;5;7;107135;190;222;1181;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
5;8;13;107123;18;266;1886;Coffee;1;Evening;Delivery;1;0;Positive;1;0
11;16;9;107016;125;233;1762;Pastries;0;Afternoon;Takeaway;0;0;Neutral;1;0
11;9;4;106994;237;42;1279;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
7;2;13;106947;188;321;1092;Coffee;1;Afternoon;Takeaway;0;0;Positive;1;0
6;12;31;106933;57;488;442;Coffee;1;Evening;Dine-in;1;0;Positive;1;1
11;12;6;106905;239;122;954;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
4;18;20;106904;478;55;1212;Coffee;0;Afternoon;Dine-in;0;0;Positive;1;0
10;30;2;106900;480;135;491;Coffee;1;Evening;Dine-in;0;0;Neutral;1;0
10;10;15;106878;57;185;2485;Coffee;0;Evening;Dine-in;1;0;Positive;1;0
5;14;8;106876;242;409;2728;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
5;2;1;106839;395;82;2199;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
6;13;9;106757;9;251;535;Coffee;0;Morning;Delivery;1;0;Positive;1;0
8;30;10;106723;461;263;677;Coffee;0;Afternoon;Dine-in;0;3;Positive;1;0
9;21;12;106710;18;391;1624;Coffee;1;Morning;Dine-in;0;0;Positive;1;1
6;3;3;106697;285;83;2864;Coffee;0;Afternoon;Dine-in;0;1;Positive;0;0
9;17;10;106682;130;421;2138;Pastries;0;Evening;Delivery;0;0;Positive;0;1
10;1;10;106663;163;157;177;Coffee;0;Afternoon;Dine-in;0;0;Neutral;0;1
3;17;39;106645;376;35;146;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
10;12;0;106636;316;271;1989;Coffee;0;Afternoon;Dine-in;0;0;Positive;0;0
3;37;0;106593;490;103;2043;Coffee;0;Evening;Dine-in;0;0;Positive;1;1
9;24;16;106556;255;163;2679;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
7;2;36;106540;241;391;1333;Coffee;0;Evening;Delivery;0;0;Negative;1;0
10;7;15;106535;110;121;2061;Coffee;0;Evening;Dine-in;0;0;Positive;1;0
8;27;6;106527;439;62;228;Coffee;0;Afternoon;Takeaway;0;0;Neutral;1;0
9;8;14;106497;340;359;574;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;0
9;12;11;106475;160;322;252;Lunch;0;Afternoon;Dine-in;0;0;Neutral;1;0
6;18;51;106432;429;315;960;Lunch;0;Morning;Dine-in;1;0;Positive;1;0
14;20;37;106350;235;85;1989;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
10;3;3;106319;464;81;1970;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
7;7;7;106298;198;445;1533;Lunch;0;Morning;Takeaway;0;0;Positive;1;0
10;11;10;106278;240;115;2391;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
11;43;1;106266;309;8;1483;Coffee;0;Morning;Dine-in;0;0;Positive;1;1
12;9;5;106247;187;135;1097;Coffee;1;Evening;Dine-in;0;0;Positive;1;0
9;6;3;106245;381;37;736;Coffee;0;Morning;Takeaway;0;2;Positive;1;1
6;13;5;106244;333;214;2330;Lunch;0;Morning;Dine-in;0;0;Neutral;1;0
9;12;4;106226;496;489;1156;Pastries;1;Evening;Dine-in;0;0;Positive;0;0
9;10;16;106219;329;298;2401;Pastries;0;Evening;Dine-in;0;0;Positive;1;0
12;8;7;106204;52;350;872;Coffee;0;Evening;Takeaway;0;0;Neutral;1;0
8;4;10;106167;36;121;1944;Coffee;0;Morning;Takeaway;0;0;Neutral;1;0
10;3;2;106156;333;0;1737;Pastries;1;Morning;Dine-in;0;0;Positive;1;0
12;20;1;106113;497;283;1689;Pastries;0;Morning;Takeaway;0;0;Neutral;0;0
4;0;2;106097;69;199;741;Pastries;0;Morning;Takeaway;0;0;Negative;1;1
11;1;8;106048;413;350;301;Pastries;0;Morning;Takeaway;0;0;Neutral;1;0
8;3;9;106037;458;288;758;Pastries;0;Afternoon;Dine-in;0;0;Positive;1;0
8;9;7;106035;213;423;1549;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
4;1;6;106033;464;402;2146;Coffee;0;Evening;Dine-in;0;0;Neutral;1;1
8;39;9;106030;143;104;892;Lunch;1;Morning;Dine-in;1;0;Neutral;1;1
11;11;7;105963;86;470;171;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
6;35;8;105947;102;154;2218;Coffee;0;Evening;Dine-in;0;0;Neutral;1;0
9;33;18;105944;180;124;206;Pastries;0;Afternoon;Dine-in;0;0;Neutral;0;1
6;7;9;105935;277;9;2394;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;0
1;2;4;105929;285;237;2162;Coffee;0;Afternoon;Dine-in;0;0;Neutral;1;1
11;3;1;105928;141;416;843;Coffee;0;Morning;Takeaway;0;0;Positive;1;0
5;22;18;105915;289;388;911;Coffee;0;Morning;Dine-in;0;0;Neutral;1;0
10;38;0;105893;327;127;738;Pastries;0;Morning;Dine-in;0;1;Positive;1;1
10;29;2;105874;319;402;2725;Pastries;0;Afternoon;Delivery;0;0;Positive;1;0
13;13;23;105871;45;367;1468;Coffee;0;Afternoon;Takeaway;0;0;Positive;1;1
5;24;4;105846;366;433;2746;Coffee;1;Morning;Dine-in;0;0;Positive;1;0
11;15;2;105841;190;346;2938;Lunch;0;Afternoon;Dine-in;1;0;Positive;1;0
8;7;1;105822;263;130;367;Coffee;0;Morning;Dine-in;0;0;Positive;1;0
